CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,IncidentFromDate,PoliceStationID,CaseStatusID,CrimeMajorHeadID,CrimeMinorHeadID,latitude,longitude,BriefFacts,mo_tags
653,100090041202500022,202500022,2025-07-02,2025-07-02 01:16:00,41,3,4,401,15.164602,76.930795,"Regular crime incident report. Crime type: Narcotics Possession. MO tags matching 'personal_use,possession,transit_seizure'. Location details archived.","personal_use,possession,transit_seizure"
654,100010002202500010,202500010,2025-06-21,2025-06-21 10:34:00,2,2,4,401,12.932008,77.643975,"Regular crime incident report. Crime type: Narcotics Possession. MO tags matching 'transit_seizure,college_area,possession'. Location details archived.","transit_seizure,college_area,possession"
655,100080040202500003,202500003,2025-02-07,2025-02-07 16:19:00,40,3,1,101,13.967312,75.588548,"Regular crime incident report. Crime type: Murder. MO tags matching 'nighttime,rage,private_dispute'. Location details archived.","nighttime,rage,private_dispute"
656,100080036202500014,202500014,2025-01-12,2025-01-12 19:51:00,36,3,4,401,13.945734,75.568489,"Regular crime incident report. Crime type: Narcotics Possession. MO tags matching 'possession,transit_seizure,personal_use'. Location details archived.","possession,transit_seizure,personal_use"
657,100060026202500011,202500011,2025-12-03,2025-12-03 18:46:00,26,2,3,301,17.327436,76.877346,"Regular crime incident report. Crime type: Phishing. MO tags matching 'fake_bank,phishing_link,email_spoofing'. Location details archived.","fake_bank,phishing_link,email_spoofing"
658,100090043202500019,202500019,2025-08-14,2025-08-14 02:01:00,43,3,4,402,15.165284,76.90071,"Regular crime incident report. Crime type: Drug Peddling. MO tags matching 'bulk_supply,synthetic_drugs,peddling'. Location details archived.","bulk_supply,synthetic_drugs,peddling"
659,100090044202500014,202500014,2025-12-21,2025-12-21 22:10:00,44,2,1,103,15.10115,76.932318,"Regular crime incident report. Crime type: Assault. MO tags matching 'domestic_dispute,street_brawl,public_place'. Location details archived.","domestic_dispute,street_brawl,public_place"
660,100060028202500016,202500016,2025-05-11,2025-05-11 21:33:00,28,3,1,101,17.304907,76.82817,"Regular crime incident report. Crime type: Murder. MO tags matching 'outdoor,nighttime,weapon_sharp'. Location details archived.","outdoor,nighttime,weapon_sharp"
661,100050021202500013,202500013,2025-09-17,2025-09-17 06:37:00,21,1,4,402,15.799135,74.459807,"Regular crime incident report. Crime type: Drug Peddling. MO tags matching 'synthetic_drugs,network_ring,peddling'. Location details archived.","synthetic_drugs,network_ring,peddling"
662,100070031202500010,202500010,2025-08-16,2025-08-16 14:10:00,31,3,3,301,14.514815,75.95058,"Regular crime incident report. Crime type: Phishing. MO tags matching 'phishing_link,fake_bank,email_spoofing'. Location details archived.","phishing_link,fake_bank,email_spoofing"
663,100050022202500008,202500008,2025-06-15,2025-06-15 11:22:00,22,3,3,302,15.812572,74.544012,"Regular crime incident report. Crime type: Identity Theft. MO tags matching 'sim_swap,identity_theft,document_forgery'. Location details archived.","sim_swap,identity_theft,document_forgery"
664,100090045202500017,202500017,2025-09-08,2025-09-08 01:12:00,45,3,2,201,15.14632,76.960572,"Regular crime incident report. Crime type: Burglary. MO tags matching 'broken_lock,night_entry,window_forced'. Location details archived.","broken_lock,night_entry,window_forced"
665,100020009202500010,202500010,2025-12-09,2025-12-09 02:52:00,9,3,2,202,12.348549,76.630741,"Regular crime incident report. Crime type: Theft. MO tags matching 'unattended_bag,shoplifting,daytime'. Location details archived.","unattended_bag,shoplifting,daytime"
666,100080037202500016,202500016,2025-01-02,2025-01-02 18:26:00,37,1,2,201,13.942696,75.518022,"Regular crime incident report. Crime type: Burglary. MO tags matching 'broken_lock,residential,window_forced'. Location details archived.","broken_lock,residential,window_forced"
667,100030015202500009,202500009,2025-05-07,2025-05-07 12:52:00,15,2,3,303,12.886243,74.812774,"Regular crime incident report. Crime type: Crypto Scam. MO tags matching 'investment_fraud,rug_pull,fake_exchange'. Location details archived.","investment_fraud,rug_pull,fake_exchange"
668,100070034202500015,202500015,2025-01-06,2025-01-06 19:15:00,34,2,1,102,14.476741,75.879966,"Regular crime incident report. Crime type: Kidnapping. MO tags matching 'acquaintance_involved,ransom_demand,minor_victim'. Location details archived.","acquaintance_involved,ransom_demand,minor_victim"
669,100070034202500016,202500016,2025-07-27,2025-07-27 18:59:00,34,3,2,202,14.462122,75.863113,"Regular crime incident report. Crime type: Theft. MO tags matching 'vehicle_theft,unattended_bag,shoplifting'. Location details archived.","vehicle_theft,unattended_bag,shoplifting"
670,100060029202500012,202500012,2025-09-18,2025-09-18 11:52:00,29,2,1,102,17.273195,76.830959,"Regular crime incident report. Crime type: Kidnapping. MO tags matching 'ransom_demand,minor_victim,acquaintance_involved'. Location details archived.","ransom_demand,minor_victim,acquaintance_involved"
671,100080040202500004,202500004,2025-09-18,2025-09-18 08:19:00,40,2,3,302,13.885405,75.584968,"Regular crime incident report. Crime type: Identity Theft. MO tags matching 'document_forgery,sim_swap,otp_fraud'. Location details archived.","document_forgery,sim_swap,otp_fraud"
672,100040016202500017,202500017,2025-06-01,2025-06-01 16:00:00,16,3,1,103,15.345403,75.171839,"Regular crime incident report. Crime type: Assault. MO tags matching 'weapon_blunt,domestic_dispute,drunken_altercation'. Location details archived.","weapon_blunt,domestic_dispute,drunken_altercation"
673,100010001202500031,202500031,2025-11-24,2025-11-24 01:58:00,1,1,3,301,12.936369,77.635128,"Regular crime incident report. Crime type: Phishing. MO tags matching 'credential_harvesting,fake_bank,phishing_link'. Location details archived.","credential_harvesting,fake_bank,phishing_link"
674,100100049202500013,202500013,2025-06-12,2025-06-12 03:13:00,49,2,4,401,17.947282,77.509016,"Regular crime incident report. Crime type: Narcotics Possession. MO tags matching 'personal_use,transit_seizure,possession'. Location details archived.","personal_use,transit_seizure,possession"
675,100060028202500017,202500017,2025-06-22,2025-06-22 11:03:00,28,1,2,203,17.341256,76.789123,"Regular crime incident report. Crime type: Robbery. MO tags matching 'snatching,masked_suspects,highway_heist'. Location details archived.","snatching,masked_suspects,highway_heist"
676,100080036202500015,202500015,2025-08-14,2025-08-14 00:34:00,36,3,2,202,13.91912,75.627349,"Regular crime incident report. Crime type: Theft. MO tags matching 'vehicle_theft,shoplifting,pickpocketing'. Location details archived.","vehicle_theft,shoplifting,pickpocketing"
677,100030011202500010,202500010,2025-05-18,2025-05-18 12:14:00,11,2,2,201,12.858825,74.83008,"Regular crime incident report. Crime type: Burglary. MO tags matching 'residential,window_forced,cctv_sprayed'. Location details archived.","residential,window_forced,cctv_sprayed"
678,100090041202500023,202500023,2025-03-23,2025-03-23 11:48:00,41,3,1,101,15.143405,76.978465,"Regular crime incident report. Crime type: Murder. MO tags matching 'outdoor,private_dispute,nighttime'. Location details archived.","outdoor,private_dispute,nighttime"
679,100040017202500020,202500020,2025-04-27,2025-04-27 23:59:00,17,2,3,303,15.394857,75.144064,"Regular crime incident report. Crime type: Crypto Scam. MO tags matching 'investment_fraud,crypto_scam,rug_pull'. Location details archived.","investment_fraud,crypto_scam,rug_pull"
680,100020010202500013,202500013,2025-05-07,2025-05-07 05:41:00,10,2,1,101,12.281463,76.640645,"Regular crime incident report. Crime type: Murder. MO tags matching 'weapon_sharp,rage,nighttime'. Location details archived.","weapon_sharp,rage,nighttime"
681,100010001202500032,202500032,2025-03-15,2025-03-15 20:24:00,1,2,3,301,13.007805,77.590232,"Regular crime incident report. Crime type: Phishing. MO tags matching 'fake_bank,phishing_link,credential_harvesting'. Location details archived.","fake_bank,phishing_link,credential_harvesting"
682,100100046202500019,202500019,2025-12-23,2025-12-23 23:57:00,46,3,1,103,17.950187,77.512589,"Regular crime incident report. Crime type: Assault. MO tags matching 'drunken_altercation,weapon_blunt,street_brawl'. Location details archived.","drunken_altercation,weapon_blunt,street_brawl"
683,100090041202500024,202500024,2025-07-16,2025-07-16 13:26:00,41,2,4,402,15.134066,76.959976,"Regular crime incident report. Crime type: Drug Peddling. MO tags matching 'synthetic_drugs,bulk_supply,peddling'. Location details archived.","synthetic_drugs,bulk_supply,peddling"
684,100090043202500020,202500020,2025-09-14,2025-09-14 07:18:00,43,2,2,202,15.104971,76.928504,"Regular crime incident report. Crime type: Theft. MO tags matching 'vehicle_theft,unattended_bag,pickpocketing'. Location details archived.","vehicle_theft,unattended_bag,pickpocketing"
685,100100046202500020,202500020,2025-02-22,2025-02-22 19:03:00,46,2,3,302,17.867484,77.51695,"Regular crime incident report. Crime type: Identity Theft. MO tags matching 'otp_fraud,document_forgery,sim_swap'. Location details archived.","otp_fraud,document_forgery,sim_swap"
686,100090042202500008,202500008,2025-11-28,2025-11-28 01:46:00,42,3,2,202,15.11918,76.917618,"Regular crime incident report. Crime type: Theft. MO tags matching 'pickpocketing,unattended_bag,shoplifting'. Location details archived.","pickpocketing,unattended_bag,shoplifting"
687,100060029202500013,202500013,2025-06-24,2025-06-24 15:49:00,29,1,3,302,17.325363,76.776502,"Regular crime incident report. Crime type: Identity Theft. MO tags matching 'sim_swap,otp_fraud,document_forgery'. Location details archived.","sim_swap,otp_fraud,document_forgery"
688,100080038202500016,202500016,2025-02-20,2025-02-20 01:16:00,38,3,3,303,13.872764,75.599133,"Regular crime incident report. Crime type: Crypto Scam. MO tags matching 'crypto_scam,fake_exchange,investment_fraud'. Location details archived.","crypto_scam,fake_exchange,investment_fraud"
689,100040020202500020,202500020,2025-07-06,2025-07-06 14:38:00,20,2,2,203,15.42095,75.084543,"Regular crime incident report. Crime type: Robbery. MO tags matching 'snatching,highway_heist,weapon_knife'. Location details archived.","snatching,highway_heist,weapon_knife"
690,100030012202500009,202500009,2025-12-13,2025-12-13 17:02:00,12,3,4,401,12.958352,74.856165,"Regular crime incident report. Crime type: Narcotics Possession. MO tags matching 'personal_use,college_area,possession'. Location details archived.","personal_use,college_area,possession"
691,100010002202500011,202500011,2025-09-21,2025-09-21 00:28:00,2,1,1,101,12.998859,77.548104,"Regular crime incident report. Crime type: Murder. MO tags matching 'private_dispute,nighttime,outdoor'. Location details archived.","private_dispute,nighttime,outdoor"
692,100040018202500023,202500023,2025-08-05,2025-08-05 05:49:00,18,1,1,102,15.334221,75.1298,"Regular crime incident report. Crime type: Kidnapping. MO tags matching 'vehicle_used,acquaintance_involved,ransom_demand'. Location details archived.","vehicle_used,acquaintance_involved,ransom_demand"
693,100040018202500024,202500024,2025-03-07,2025-03-07 22:20:00,18,3,1,101,15.321147,75.09431,"Regular crime incident report. Crime type: Murder. MO tags matching 'private_dispute,nighttime,rage'. Location details archived.","private_dispute,nighttime,rage"
694,100020006202500015,202500015,2025-09-20,2025-09-20 01:18:00,6,3,4,401,12.306214,76.603813,"Regular crime incident report. Crime type: Narcotics Possession. MO tags matching 'personal_use,possession,transit_seizure'. Location details archived.","personal_use,possession,transit_seizure"
695,100020009202500011,202500011,2025-07-22,2025-07-22 10:48:00,9,3,4,401,12.306226,76.631819,"Regular crime incident report. Crime type: Narcotics Possession. MO tags matching 'college_area,transit_seizure,possession'. Location details archived.","college_area,transit_seizure,possession"
696,100070033202500012,202500012,2025-05-26,2025-05-26 17:50:00,33,3,1,101,14.417518,75.961133,"Regular crime incident report. Crime type: Murder. MO tags matching 'weapon_sharp,private_dispute,rage'. Location details archived.","weapon_sharp,private_dispute,rage"
697,100050022202500009,202500009,2025-02-15,2025-02-15 06:02:00,22,2,1,101,15.83061,74.526908,"Regular crime incident report. Crime type: Murder. MO tags matching 'weapon_sharp,outdoor,nighttime'. Location details archived.","weapon_sharp,outdoor,nighttime"
698,100010001202500033,202500033,2025-08-07,2025-08-07 06:12:00,1,3,1,103,12.966218,77.593878,"Regular crime incident report. Crime type: Assault. MO tags matching 'public_place,domestic_dispute,street_brawl'. Location details archived.","public_place,domestic_dispute,street_brawl"
699,100060026202500012,202500012,2025-02-20,2025-02-20 02:38:00,26,2,2,203,17.378647,76.850422,"Regular crime incident report. Crime type: Robbery. MO tags matching 'cash_transit,snatching,weapon_knife'. Location details archived.","cash_transit,snatching,weapon_knife"
700,100060030202500014,202500014,2025-02-20,2025-02-20 17:15:00,30,3,4,401,17.385823,76.882551,"Regular crime incident report. Crime type: Narcotics Possession. MO tags matching 'possession,personal_use,transit_seizure'. Location details archived.","possession,personal_use,transit_seizure"
701,100020007202500009,202500009,2025-06-09,2025-06-09 01:37:00,7,2,2,201,12.259511,76.612219,"Regular crime incident report. Crime type: Burglary. MO tags matching 'broken_lock,window_forced,residential'. Location details archived.","broken_lock,window_forced,residential"
702,100070035202500012,202500012,2025-06-04,2025-06-04 02:45:00,35,3,1,102,14.468175,75.926181,"Regular crime incident report. Crime type: Kidnapping. MO tags matching 'ransom_demand,acquaintance_involved,vehicle_used'. Location details archived.","ransom_demand,acquaintance_involved,vehicle_used"
703,100030015202500010,202500010,2025-05-01,2025-05-01 04:12:00,15,2,4,402,12.940012,74.903953,"Regular crime incident report. Crime type: Drug Peddling. MO tags matching 'synthetic_drugs,dealership,peddling'. Location details archived.","synthetic_drugs,dealership,peddling"
704,100090042202500009,202500009,2025-03-11,2025-03-11 13:54:00,42,3,4,402,15.129986,76.878041,"Regular crime incident report. Crime type: Drug Peddling. MO tags matching 'synthetic_drugs,peddling,network_ring'. Location details archived.","synthetic_drugs,peddling,network_ring"
705,100030015202500011,202500011,2025-11-03,2025-11-03 20:56:00,15,1,4,401,12.964434,74.88726,"Regular crime incident report. Crime type: Narcotics Possession. MO tags matching 'personal_use,transit_seizure,college_area'. Location details archived.","personal_use,transit_seizure,college_area"
706,100010004202500008,202500008,2025-07-15,2025-07-15 07:01:00,4,1,3,302,12.998248,77.564136,"Regular crime incident report. Crime type: Identity Theft. MO tags matching 'identity_theft,sim_swap,document_forgery'. Location details archived.","identity_theft,sim_swap,document_forgery"
707,100100046202500021,202500021,2025-03-19,2025-03-19 16:52:00,46,1,3,301,17.883043,77.503088,"Regular crime incident report. Crime type: Phishing. MO tags matching 'phishing_link,fake_bank,email_spoofing'. Location details archived.","phishing_link,fake_bank,email_spoofing"
708,100010001202500034,202500034,2025-07-20,2025-07-20 22:52:00,1,3,2,201,12.956897,77.64623,"Regular crime incident report. Crime type: Burglary. MO tags matching 'night_entry,residential,window_forced'. Location details archived.","night_entry,residential,window_forced"
709,100090043202500021,202500021,2025-07-14,2025-07-14 00:28:00,43,2,3,303,15.092697,76.873025,"Regular crime incident report. Crime type: Crypto Scam. MO tags matching 'rug_pull,investment_fraud,crypto_scam'. Location details archived.","rug_pull,investment_fraud,crypto_scam"
710,100020009202500012,202500012,2025-08-22,2025-08-22 15:29:00,9,3,2,202,12.299694,76.693941,"Regular crime incident report. Crime type: Theft. MO tags matching 'shoplifting,daytime,vehicle_theft'. Location details archived.","shoplifting,daytime,vehicle_theft"
711,100080038202500017,202500017,2025-08-22,2025-08-22 04:47:00,38,3,3,303,13.874728,75.571495,"Regular crime incident report. Crime type: Crypto Scam. MO tags matching 'investment_fraud,rug_pull,fake_exchange'. Location details archived.","investment_fraud,rug_pull,fake_exchange"
712,100090045202500018,202500018,2025-12-06,2025-12-06 02:51:00,45,1,3,302,15.096281,76.938012,"Regular crime incident report. Crime type: Identity Theft. MO tags matching 'document_forgery,otp_fraud,identity_theft'. Location details archived.","document_forgery,otp_fraud,identity_theft"
713,100090045202500019,202500019,2025-11-15,2025-11-15 07:11:00,45,1,4,402,15.147558,76.926178,"Regular crime incident report. Crime type: Drug Peddling. MO tags matching 'peddling,dealership,bulk_supply'. Location details archived.","peddling,dealership,bulk_supply"
714,100100049202500014,202500014,2025-06-21,2025-06-21 03:00:00,49,1,4,401,17.940326,77.552399,"Regular crime incident report. Crime type: Narcotics Possession. MO tags matching 'personal_use,transit_seizure,college_area'. Location details archived.","personal_use,transit_seizure,college_area"
715,100030013202500006,202500006,2025-01-24,2025-01-24 17:24:00,13,2,2,203,12.900004,74.888895,"Regular crime incident report. Crime type: Robbery. MO tags matching 'highway_heist,masked_suspects,cash_transit'. Location details archived.","highway_heist,masked_suspects,cash_transit"
716,100080038202500018,202500018,2025-02-26,2025-02-26 01:53:00,38,3,1,103,13.928905,75.548522,"Regular crime incident report. Crime type: Assault. MO tags matching 'domestic_dispute,drunken_altercation,street_brawl'. Location details archived.","domestic_dispute,drunken_altercation,street_brawl"
717,100070031202500011,202500011,2025-05-10,2025-05-10 19:44:00,31,1,3,303,14.473676,75.919696,"Regular crime incident report. Crime type: Crypto Scam. MO tags matching 'rug_pull,crypto_scam,investment_fraud'. Location details archived.","rug_pull,crypto_scam,investment_fraud"
718,100040018202500025,202500025,2025-12-20,2025-12-20 14:20:00,18,3,1,101,15.316557,75.156592,"Regular crime incident report. Crime type: Murder. MO tags matching 'nighttime,rage,private_dispute'. Location details archived.","nighttime,rage,private_dispute"
719,100090044202500015,202500015,2025-02-18,2025-02-18 19:50:00,44,1,2,203,15.170842,76.978936,"Regular crime incident report. Crime type: Robbery. MO tags matching 'masked_suspects,cash_transit,highway_heist'. Location details archived.","masked_suspects,cash_transit,highway_heist"
720,100080036202500016,202500016,2025-02-26,2025-02-26 17:32:00,36,2,4,402,13.875212,75.611903,"Regular crime incident report. Crime type: Drug Peddling. MO tags matching 'synthetic_drugs,dealership,peddling'. Location details archived.","synthetic_drugs,dealership,peddling"
721,100100046202500022,202500022,2025-08-13,2025-08-13 17:03:00,46,1,2,202,17.965247,77.46026,"Regular crime incident report. Crime type: Theft. MO tags matching 'shoplifting,pickpocketing,unattended_bag'. Location details archived.","shoplifting,pickpocketing,unattended_bag"
722,100060026202500013,202500013,2025-02-16,2025-02-16 19:17:00,26,1,2,202,17.384097,76.867613,"Regular crime incident report. Crime type: Theft. MO tags matching 'vehicle_theft,daytime,unattended_bag'. Location details archived.","vehicle_theft,daytime,unattended_bag"
723,100100050202500019,202500019,2025-03-17,2025-03-17 04:44:00,50,2,2,202,17.969167,77.49489,"Regular crime incident report. Crime type: Theft. MO tags matching 'unattended_bag,shoplifting,daytime'. Location details archived.","unattended_bag,shoplifting,daytime"
724,100050024202500015,202500015,2025-12-09,2025-12-09 06:34:00,24,1,2,201,15.812945,74.54182,"Regular crime incident report. Crime type: Burglary. MO tags matching 'broken_lock,cctv_sprayed,residential'. Location details archived.","broken_lock,cctv_sprayed,residential"
725,100100048202500013,202500013,2025-01-20,2025-01-20 12:15:00,48,3,1,103,17.969098,77.485959,"Regular crime incident report. Crime type: Assault. MO tags matching 'public_place,drunken_altercation,weapon_blunt'. Location details archived.","public_place,drunken_altercation,weapon_blunt"
726,100090045202500020,202500020,2025-03-11,2025-03-11 21:31:00,45,1,2,203,15.175519,76.86616,"Regular crime incident report. Crime type: Robbery. MO tags matching 'masked_suspects,snatching,cash_transit'. Location details archived.","masked_suspects,snatching,cash_transit"
727,100050025202500012,202500012,2025-12-14,2025-12-14 20:43:00,25,2,2,203,15.798134,74.519765,"Regular crime incident report. Crime type: Robbery. MO tags matching 'cash_transit,highway_heist,weapon_knife'. Location details archived.","cash_transit,highway_heist,weapon_knife"
728,100060028202500018,202500018,2025-05-07,2025-05-07 06:13:00,28,2,2,201,17.375415,76.81649,"Regular crime incident report. Crime type: Burglary. MO tags matching 'night_entry,broken_lock,window_forced'. Location details archived.","night_entry,broken_lock,window_forced"
729,100020006202500016,202500016,2025-11-09,2025-11-09 21:28:00,6,1,3,303,12.344589,76.695767,"Regular crime incident report. Crime type: Crypto Scam. MO tags matching 'investment_fraud,crypto_scam,fake_exchange'. Location details archived.","investment_fraud,crypto_scam,fake_exchange"
730,100070035202500013,202500013,2025-11-16,2025-11-16 23:38:00,35,2,2,202,14.505697,75.880851,"Regular crime incident report. Crime type: Theft. MO tags matching 'vehicle_theft,daytime,pickpocketing'. Location details archived.","vehicle_theft,daytime,pickpocketing"
731,100020010202500014,202500014,2025-09-13,2025-09-13 03:45:00,10,2,2,202,12.23904,76.593889,"Regular crime incident report. Crime type: Theft. MO tags matching 'daytime,unattended_bag,shoplifting'. Location details archived.","daytime,unattended_bag,shoplifting"
732,100070031202500012,202500012,2025-04-22,2025-04-22 17:33:00,31,2,3,302,14.412008,75.865323,"Regular crime incident report. Crime type: Identity Theft. MO tags matching 'sim_swap,identity_theft,document_forgery'. Location details archived.","sim_swap,identity_theft,document_forgery"
733,100010005202500016,202500016,2025-12-08,2025-12-08 15:32:00,5,2,4,401,13.02767,77.602287,"Regular crime incident report. Crime type: Narcotics Possession. MO tags matching 'transit_seizure,college_area,possession'. Location details archived.","transit_seizure,college_area,possession"
734,100060027202500014,202500014,2025-06-21,2025-06-21 01:53:00,27,3,3,302,17.37582,76.856176,"Regular crime incident report. Crime type: Identity Theft. MO tags matching 'otp_fraud,document_forgery,sim_swap'. Location details archived.","otp_fraud,document_forgery,sim_swap"
735,100050023202500014,202500014,2025-04-04,2025-04-04 17:06:00,23,1,2,203,15.804207,74.557353,"Regular crime incident report. Crime type: Robbery. MO tags matching 'cash_transit,weapon_knife,masked_suspects'. Location details archived.","cash_transit,weapon_knife,masked_suspects"
736,100050023202500015,202500015,2025-04-22,2025-04-22 23:45:00,23,2,1,103,15.866576,74.522339,"Regular crime incident report. Crime type: Assault. MO tags matching 'weapon_blunt,street_brawl,public_place'. Location details archived.","weapon_blunt,street_brawl,public_place"
737,100100047202500011,202500011,2025-05-25,2025-05-25 13:07:00,47,1,3,301,17.92514,77.494249,"Regular crime incident report. Crime type: Phishing. MO tags matching 'email_spoofing,fake_bank,phishing_link'. Location details archived.","email_spoofing,fake_bank,phishing_link"
738,100050025202500013,202500013,2025-07-28,2025-07-28 11:33:00,25,1,1,103,15.836756,74.492765,"Regular crime incident report. Crime type: Assault. MO tags matching 'weapon_blunt,street_brawl,drunken_altercation'. Location details archived.","weapon_blunt,street_brawl,drunken_altercation"
739,100040018202500026,202500026,2025-05-06,2025-05-06 18:52:00,18,1,2,201,15.304738,75.090002,"Regular crime incident report. Crime type: Burglary. MO tags matching 'broken_lock,window_forced,cctv_sprayed'. Location details archived.","broken_lock,window_forced,cctv_sprayed"
740,100020008202500014,202500014,2025-09-14,2025-09-14 16:17:00,8,3,4,402,12.294591,76.641944,"Regular crime incident report. Crime type: Drug Peddling. MO tags matching 'network_ring,dealership,bulk_supply'. Location details archived.","network_ring,dealership,bulk_supply"
741,100080037202500017,202500017,2025-12-02,2025-12-02 03:50:00,37,1,1,103,13.895699,75.515854,"Regular crime incident report. Crime type: Assault. MO tags matching 'domestic_dispute,weapon_blunt,public_place'. Location details archived.","domestic_dispute,weapon_blunt,public_place"
742,100090042202500010,202500010,2025-08-08,2025-08-08 20:50:00,42,2,2,202,15.194816,76.93924,"Regular crime incident report. Crime type: Theft. MO tags matching 'daytime,pickpocketing,shoplifting'. Location details archived.","daytime,pickpocketing,shoplifting"
743,100090042202500011,202500011,2025-08-22,2025-08-22 12:18:00,42,2,1,101,15.092242,76.890646,"Regular crime incident report. Crime type: Murder. MO tags matching 'private_dispute,weapon_sharp,rage'. Location details archived.","private_dispute,weapon_sharp,rage"
744,100020006202500017,202500017,2025-02-27,2025-02-27 15:04:00,6,2,4,401,12.30221,76.581453,"Regular crime incident report. Crime type: Narcotics Possession. MO tags matching 'college_area,personal_use,possession'. Location details archived.","college_area,personal_use,possession"
745,100100050202500020,202500020,2025-04-24,2025-04-24 04:26:00,50,3,1,102,17.925362,77.531797,"Regular crime incident report. Crime type: Kidnapping. MO tags matching 'minor_victim,vehicle_used,acquaintance_involved'. Location details archived.","minor_victim,vehicle_used,acquaintance_involved"
746,100090041202500025,202500025,2025-09-02,2025-09-02 09:26:00,41,1,2,201,15.12674,76.88907,"Regular crime incident report. Crime type: Burglary. MO tags matching 'cctv_sprayed,night_entry,residential'. Location details archived.","cctv_sprayed,night_entry,residential"
747,100010005202500017,202500017,2025-03-15,2025-03-15 02:06:00,5,1,1,102,12.962291,77.540086,"Regular crime incident report. Crime type: Kidnapping. MO tags matching 'vehicle_used,minor_victim,acquaintance_involved'. Location details archived.","vehicle_used,minor_victim,acquaintance_involved"
748,100080038202500019,202500019,2025-02-28,2025-02-28 21:38:00,38,3,2,201,13.935352,75.625447,"Regular crime incident report. Crime type: Burglary. MO tags matching 'broken_lock,cctv_sprayed,window_forced'. Location details archived.","broken_lock,cctv_sprayed,window_forced"
749,100010001202500035,202500035,2025-06-01,2025-06-01 01:02:00,1,1,2,203,13.027302,77.563238,"Regular crime incident report. Crime type: Robbery. MO tags matching 'snatching,highway_heist,weapon_knife'. Location details archived.","snatching,highway_heist,weapon_knife"
750,100060028202500019,202500019,2025-06-14,2025-06-14 05:27:00,28,3,4,401,17.280561,76.835296,"Regular crime incident report. Crime type: Narcotics Possession. MO tags matching 'personal_use,possession,transit_seizure'. Location details archived.","personal_use,possession,transit_seizure"
751,100020006202500018,202500018,2025-04-18,2025-04-18 06:38:00,6,3,3,303,12.335261,76.598848,"Regular crime incident report. Crime type: Crypto Scam. MO tags matching 'fake_exchange,crypto_scam,investment_fraud'. Location details archived.","fake_exchange,crypto_scam,investment_fraud"
752,100050022202500010,202500010,2025-08-05,2025-08-05 15:28:00,22,1,3,303,15.874944,74.493787,"Regular crime incident report. Crime type: Crypto Scam. MO tags matching 'investment_fraud,crypto_scam,rug_pull'. Location details archived.","investment_fraud,crypto_scam,rug_pull"
753,100040019202500030,202500030,2025-02-08,2025-02-08 14:41:00,19,1,2,203,15.305301,75.105664,"Regular crime incident report. Crime type: Robbery. MO tags matching 'highway_heist,snatching,cash_transit'. Location details archived.","highway_heist,snatching,cash_transit"
754,100040018202500027,202500027,2025-07-17,2025-07-17 19:44:00,18,2,1,102,15.393666,75.148212,"Regular crime incident report. Crime type: Kidnapping. MO tags matching 'vehicle_used,ransom_demand,minor_victim'. Location details archived.","vehicle_used,ransom_demand,minor_victim"
755,100090045202500021,202500021,2025-02-05,2025-02-05 23:48:00,45,3,1,102,15.082194,76.867975,"Regular crime incident report. Crime type: Kidnapping. MO tags matching 'minor_victim,acquaintance_involved,ransom_demand'. Location details archived.","minor_victim,acquaintance_involved,ransom_demand"
756,100080038202500020,202500020,2025-11-18,2025-11-18 23:03:00,38,3,2,201,13.985615,75.571862,"Regular crime incident report. Crime type: Burglary. MO tags matching 'window_forced,residential,broken_lock'. Location details archived.","window_forced,residential,broken_lock"
757,100080037202500018,202500018,2025-04-16,2025-04-16 11:53:00,37,3,3,301,13.910553,75.548878,"Regular crime incident report. Crime type: Phishing. MO tags matching 'email_spoofing,fake_bank,credential_harvesting'. Location details archived.","email_spoofing,fake_bank,credential_harvesting"
758,100030012202500010,202500010,2025-11-13,2025-11-13 20:59:00,12,1,4,401,12.912781,74.845212,"Regular crime incident report. Crime type: Narcotics Possession. MO tags matching 'personal_use,college_area,transit_seizure'. Location details archived.","personal_use,college_area,transit_seizure"
759,100010001202500036,202500036,2025-04-27,2025-04-27 07:10:00,1,1,4,401,12.938558,77.603833,"Regular crime incident report. Crime type: Narcotics Possession. MO tags matching 'personal_use,transit_seizure,possession'. Location details archived.","personal_use,transit_seizure,possession"
760,100030013202500007,202500007,2025-04-01,2025-04-01 21:12:00,13,1,3,302,12.964511,74.853591,"Regular crime incident report. Crime type: Identity Theft. MO tags matching 'identity_theft,otp_fraud,document_forgery'. Location details archived.","identity_theft,otp_fraud,document_forgery"
761,100020009202500013,202500013,2025-09-03,2025-09-03 02:31:00,9,1,3,301,12.287219,76.61555,"Regular crime incident report. Crime type: Phishing. MO tags matching 'fake_bank,credential_harvesting,email_spoofing'. Location details archived.","fake_bank,credential_harvesting,email_spoofing"
762,100010003202500014,202500014,2025-12-06,2025-12-06 21:08:00,3,1,3,302,13.020736,77.565556,"Regular crime incident report. Crime type: Identity Theft. MO tags matching 'document_forgery,identity_theft,sim_swap'. Location details archived.","document_forgery,identity_theft,sim_swap"
