id,crime_type,date,time,lat,long,district,station,mo_tags,status
394,Narcotics,2025-03-12,11:04:00,13.936879,75.611087,Shivamogga,Jayanagar,"college_area,peddling",Unsolved
395,Narcotics,2025-05-29,13:49:00,12.920229,77.536365,Bengaluru,Malleshwaram,"college_area,peddling",Charge Sheeted
396,Kidnapping,2025-06-09,20:14:00,15.158755,76.872906,Ballari,Rural,"ransom_demand,vehicle_used",Charge Sheeted
397,Cyber Crime,2025-09-11,04:12:00,17.391643,76.896007,Kalaburagi,Chowk,"crypto_scam,phishing_link",Solved
398,Cyber Crime,2025-06-11,11:19:00,12.930379,77.653774,Bengaluru,Koramangala,"otp_fraud,identity_theft",Charge Sheeted
399,Assault,2025-09-07,22:32:00,13.8693,75.506051,Shivamogga,Vinoba Nagar,"domestic_dispute,public_place",Charge Sheeted
400,Kidnapping,2025-06-09,22:59:00,13.915403,75.625434,Shivamogga,Doddapete,"minor_victim,ransom_demand",Charge Sheeted
401,Cyber Crime,2025-01-13,02:58:00,12.901303,77.543122,Bengaluru,Whitefield,"identity_theft,crypto_scam",Under Investigation
402,Burglary,2025-05-13,19:02:00,12.349401,76.595686,Mysuru,Devaraja,"window_forced,night_entry",Solved
403,Assault,2025-01-02,08:00:00,13.015055,77.515059,Bengaluru,Malleshwaram,"street_brawl,domestic_dispute",Solved
404,Cyber Crime,2025-01-09,03:04:00,15.342607,75.187054,Hubli-Dharwad,Gokul Road,"crypto_scam,phishing_link",Charge Sheeted
405,Narcotics,2025-10-25,01:13:00,12.985739,77.570804,Bengaluru,Indiranagar,"possession,peddling",Solved
406,Robbery,2025-11-09,09:40:00,12.272126,76.671046,Mysuru,Nazarbad,"cash_transit,weapon_knife",Solved
407,Cyber Crime,2025-10-17,03:32:00,17.915973,77.481981,Bidar,Town Station,"otp_fraud,crypto_scam",Solved
408,Kidnapping,2025-07-09,22:52:00,17.88807,77.563456,Bidar,Air Force,"minor_victim,ransom_demand",Under Investigation
409,Narcotics,2025-10-19,05:15:00,13.011337,77.658934,Bengaluru,Jayanagar,"peddling,synthetic_drugs",Solved
410,Theft,2025-06-24,16:10:00,15.426618,75.073534,Hubli-Dharwad,Suburban,"shoplifting,unattended_bag",Under Investigation
411,Robbery,2025-11-01,19:54:00,15.38931,75.115567,Hubli-Dharwad,Town Station,"weapon_knife,snatching",Unsolved
412,Robbery,2025-10-17,07:45:00,12.957264,77.616649,Bengaluru,Jayanagar,"masked_suspects,cash_transit",Charge Sheeted
413,Assault,2025-06-21,04:12:00,15.313667,75.092669,Hubli-Dharwad,Vidyagiri,"street_brawl,weapon_blunt",Charge Sheeted
414,Narcotics,2025-03-13,20:01:00,17.362598,76.757996,Kalaburagi,Station Bazaar,"transit_seizure,peddling",Unsolved
415,Cyber Crime,2025-02-11,01:46:00,14.400036,75.994215,Davanagere,Badashah,"phishing_link,crypto_scam",Solved
416,Kidnapping,2025-04-15,01:50:00,12.299778,76.705667,Mysuru,Mandi,"acquaintance_involved,vehicle_used",Unsolved
417,Assault,2025-06-01,07:55:00,17.986299,77.454861,Bidar,Town Station,"drunken_altercation,domestic_dispute",Charge Sheeted
418,Assault,2025-02-12,04:47:00,17.260979,76.893637,Kalaburagi,University,"drunken_altercation,public_place",Unsolved
419,Kidnapping,2025-12-11,18:37:00,15.174617,76.938784,Ballari,Cowlobazaar,"ransom_demand,vehicle_used",Charge Sheeted
420,Cyber Crime,2025-08-05,17:04:00,13.931095,75.562931,Shivamogga,Kote,"crypto_scam,fake_profile",Unsolved
421,Assault,2025-10-20,08:48:00,12.994944,77.584255,Bengaluru,Koramangala,"street_brawl,drunken_altercation",Unsolved
422,Robbery,2025-11-04,19:22:00,12.339101,76.594661,Mysuru,K R Puram,"highway_heist,cash_transit",Charge Sheeted
423,Theft,2025-10-21,16:03:00,15.103548,76.939164,Ballari,Gandhinagar,"unattended_bag,daytime",Solved
424,Narcotics,2025-11-02,01:23:00,12.977584,77.593795,Bengaluru,Malleshwaram,"peddling,synthetic_drugs",Under Investigation
425,Robbery,2025-02-25,06:16:00,17.34512,76.859316,Kalaburagi,Station Bazaar,"weapon_knife,masked_suspects",Charge Sheeted
426,Kidnapping,2025-07-30,22:41:00,15.878883,74.472864,Belagavi,Khade Bazar,"minor_victim,vehicle_used",Charge Sheeted
427,Burglary,2025-05-01,22:21:00,13.011469,77.530673,Bengaluru,Koramangala,"cctv_sprayed,window_forced",Under Investigation
428,Theft,2025-04-30,17:54:00,12.95335,77.585294,Bengaluru,Whitefield,"pickpocketing,daytime",Charge Sheeted
429,Cyber Crime,2025-02-13,09:06:00,12.897293,77.555033,Bengaluru,Whitefield,"identity_theft,phishing_link",Under Investigation
430,Burglary,2025-02-02,16:00:00,12.359377,76.679013,Mysuru,Lashkar,"window_forced,broken_lock",Solved
431,Assault,2025-09-06,14:01:00,15.102204,76.945009,Ballari,Gandhinagar,"public_place,domestic_dispute",Charge Sheeted
432,Kidnapping,2025-05-16,10:04:00,12.892906,77.63986,Bengaluru,Jayanagar,"vehicle_used,ransom_demand",Under Investigation
433,Kidnapping,2025-03-12,01:29:00,17.266351,76.775822,Kalaburagi,Station Bazaar,"minor_victim,vehicle_used",Solved
434,Cyber Crime,2025-10-09,19:08:00,12.89477,77.524545,Bengaluru,Indiranagar,"crypto_scam,phishing_link",Unsolved
435,Kidnapping,2025-02-05,02:19:00,15.070727,76.960039,Ballari,APMC,"acquaintance_involved,vehicle_used",Under Investigation
436,Kidnapping,2025-05-16,09:16:00,13.015531,77.637455,Bengaluru,Indiranagar,"vehicle_used,acquaintance_involved",Under Investigation
437,Narcotics,2025-08-26,05:09:00,14.518594,75.841994,Davanagere,KTJ Nagar,"college_area,possession",Under Investigation
438,Cyber Crime,2025-11-01,00:56:00,13.986759,75.548783,Shivamogga,Tunga Nagar,"otp_fraud,phishing_link",Charge Sheeted
439,Theft,2025-05-22,00:29:00,17.399746,76.828558,Kalaburagi,Chowk,"daytime,vehicle_theft",Unsolved
440,Robbery,2025-11-22,03:17:00,12.982709,77.571435,Bengaluru,Whitefield,"weapon_knife,cash_transit",Unsolved
441,Burglary,2025-10-08,05:44:00,12.301666,76.650853,Mysuru,K R Puram,"night_entry,window_forced",Solved
442,Cyber Crime,2025-06-28,20:29:00,12.942222,77.655524,Bengaluru,Whitefield,"phishing_link,fake_profile",Unsolved
443,Cyber Crime,2025-03-01,02:24:00,15.364524,75.163371,Hubli-Dharwad,Gokul Road,"identity_theft,otp_fraud",Under Investigation
444,Theft,2025-04-20,16:29:00,15.774309,74.530513,Belagavi,Camp,"shoplifting,unattended_bag",Under Investigation
445,Theft,2025-04-13,07:54:00,12.322189,76.667997,Mysuru,K R Puram,"unattended_bag,shoplifting",Solved
446,Kidnapping,2025-06-28,20:35:00,12.879471,74.788158,Mangaluru,Urwa,"minor_victim,acquaintance_involved",Solved
447,Kidnapping,2025-07-10,10:29:00,12.908317,77.632683,Bengaluru,Malleshwaram,"minor_victim,acquaintance_involved",Under Investigation
448,Narcotics,2025-09-03,00:53:00,12.217231,76.693031,Mysuru,K R Puram,"possession,synthetic_drugs",Solved
449,Assault,2025-05-31,16:53:00,12.928197,77.615102,Bengaluru,Jayanagar,"drunken_altercation,street_brawl",Solved
450,Cyber Crime,2025-02-18,04:27:00,13.025212,77.586662,Bengaluru,Indiranagar,"phishing_link,otp_fraud",Solved
451,Cyber Crime,2025-01-23,17:48:00,12.958165,77.600272,Bengaluru,Indiranagar,"identity_theft,phishing_link",Under Investigation
452,Kidnapping,2025-12-08,22:52:00,12.945198,77.587985,Bengaluru,Jayanagar,"vehicle_used,minor_victim",Charge Sheeted
453,Robbery,2025-11-07,05:48:00,12.972605,74.888576,Mangaluru,Pandeshwar,"masked_suspects,weapon_knife",Solved
454,Kidnapping,2025-06-21,05:05:00,15.077492,76.842498,Ballari,Gandhinagar,"minor_victim,ransom_demand",Unsolved
455,Robbery,2025-02-27,07:45:00,12.846362,74.811484,Mangaluru,Bunder,"masked_suspects,cash_transit",Unsolved
456,Burglary,2025-08-06,10:41:00,15.197201,76.950689,Ballari,APMC,"cctv_sprayed,broken_lock",Solved
457,Cyber Crime,2025-07-10,07:52:00,13.895757,75.544989,Shivamogga,Kote,"crypto_scam,fake_profile",Solved
458,Cyber Crime,2025-07-15,18:30:00,15.921997,74.485253,Belagavi,Shahapur,"identity_theft,otp_fraud",Unsolved
459,Burglary,2025-07-09,07:06:00,13.921814,75.488606,Shivamogga,Kote,"cctv_sprayed,night_entry",Charge Sheeted
460,Assault,2025-10-10,04:00:00,12.894005,74.862237,Mangaluru,Kankanady,"street_brawl,domestic_dispute",Charge Sheeted
461,Narcotics,2025-01-11,15:21:00,12.921075,77.653531,Bengaluru,Jayanagar,"synthetic_drugs,transit_seizure",Charge Sheeted
462,Cyber Crime,2025-09-15,11:04:00,12.862999,74.868848,Mangaluru,Kankanady,"crypto_scam,identity_theft",Solved
463,Burglary,2025-10-07,21:27:00,17.988273,77.566332,Bidar,Gandhi Gunj,"window_forced,residential",Charge Sheeted
464,Burglary,2025-05-27,11:36:00,12.998328,77.565673,Bengaluru,Indiranagar,"window_forced,broken_lock",Unsolved
465,Cyber Crime,2025-03-26,02:24:00,12.985208,77.584194,Bengaluru,Malleshwaram,"crypto_scam,fake_profile",Solved
466,Burglary,2025-12-22,05:45:00,12.995682,77.592753,Bengaluru,Koramangala,"broken_lock,residential",Under Investigation
467,Narcotics,2025-05-12,09:07:00,14.412987,75.847192,Davanagere,Gandhinagar,"transit_seizure,synthetic_drugs",Unsolved
468,Assault,2025-09-03,23:54:00,13.88981,75.546981,Shivamogga,Vinoba Nagar,"public_place,drunken_altercation",Solved
469,Narcotics,2025-12-18,10:20:00,12.912756,74.934776,Mangaluru,Urwa,"college_area,peddling",Under Investigation
470,Theft,2025-08-22,19:12:00,13.975042,75.632814,Shivamogga,Jayanagar,"shoplifting,unattended_bag",Unsolved
471,Robbery,2025-10-11,04:23:00,12.223713,76.679063,Mysuru,Devaraja,"masked_suspects,weapon_knife",Unsolved
472,Robbery,2025-04-20,01:17:00,17.945146,77.448266,Bidar,Town Station,"cash_transit,weapon_knife",Unsolved
473,Assault,2025-11-18,16:22:00,12.921336,77.593952,Bengaluru,Malleshwaram,"drunken_altercation,weapon_blunt",Solved
474,Narcotics,2025-03-12,05:18:00,13.029632,77.646525,Bengaluru,Koramangala,"transit_seizure,college_area",Charge Sheeted
475,Kidnapping,2025-01-06,13:28:00,15.770878,74.538141,Belagavi,Camp,"ransom_demand,acquaintance_involved",Solved
476,Narcotics,2025-06-23,20:41:00,12.216242,76.576374,Mysuru,K R Puram,"possession,college_area",Solved
477,Robbery,2025-06-04,10:49:00,12.996967,77.603463,Bengaluru,Malleshwaram,"highway_heist,cash_transit",Unsolved
478,Theft,2025-01-26,11:43:00,14.424905,75.942116,Davanagere,Badashah,"vehicle_theft,daytime",Charge Sheeted
479,Kidnapping,2025-12-15,04:13:00,14.48959,75.991879,Davanagere,Badashah,"ransom_demand,vehicle_used",Unsolved
480,Robbery,2025-07-11,14:57:00,15.855817,74.474106,Belagavi,Market,"cash_transit,highway_heist",Under Investigation
481,Robbery,2025-12-25,00:59:00,12.959531,77.598185,Bengaluru,Whitefield,"cash_transit,masked_suspects",Solved
482,Kidnapping,2025-10-08,13:50:00,14.395491,75.925419,Davanagere,Extension,"acquaintance_involved,vehicle_used",Under Investigation
483,Robbery,2025-08-20,17:51:00,15.779145,74.441099,Belagavi,Shahapur,"cash_transit,weapon_knife",Charge Sheeted
484,Cyber Crime,2025-05-21,21:08:00,13.043768,77.563224,Bengaluru,Whitefield,"fake_profile,identity_theft",Unsolved
485,Burglary,2025-06-16,16:39:00,17.907273,77.485614,Bidar,New Town,"broken_lock,residential",Unsolved
486,Assault,2025-01-17,01:45:00,15.314838,75.045118,Hubli-Dharwad,Town Station,"drunken_altercation,weapon_blunt",Charge Sheeted
487,Burglary,2025-03-20,06:09:00,12.993369,77.603018,Bengaluru,Malleshwaram,"broken_lock,cctv_sprayed",Under Investigation
488,Narcotics,2025-11-11,10:08:00,12.984098,77.536606,Bengaluru,Indiranagar,"transit_seizure,possession",Solved
489,Narcotics,2025-03-01,10:13:00,14.001836,75.508293,Shivamogga,Tunga Nagar,"college_area,peddling",Unsolved
490,Theft,2025-05-12,10:37:00,15.813026,74.523461,Belagavi,Market,"pickpocketing,unattended_bag",Charge Sheeted
491,Robbery,2025-07-09,07:56:00,15.071734,76.842805,Ballari,Brucepet,"weapon_knife,highway_heist",Under Investigation
492,Narcotics,2025-12-17,07:13:00,15.377972,75.083611,Hubli-Dharwad,Gokul Road,"synthetic_drugs,possession",Under Investigation
493,Cyber Crime,2025-04-03,09:09:00,14.389251,75.980698,Davanagere,Vidyanagar,"fake_profile,crypto_scam",Solved
494,Robbery,2025-08-13,05:44:00,13.028837,77.574425,Bengaluru,Whitefield,"masked_suspects,highway_heist",Solved
495,Narcotics,2025-01-21,06:57:00,17.296015,76.785637,Kalaburagi,University,"transit_seizure,college_area",Charge Sheeted
496,Theft,2025-05-20,02:38:00,15.397953,75.061961,Hubli-Dharwad,Vidyagiri,"shoplifting,vehicle_theft",Solved
497,Theft,2025-11-08,11:31:00,13.0266,77.553929,Bengaluru,Whitefield,"pickpocketing,daytime",Unsolved
498,Narcotics,2025-06-15,23:11:00,12.983828,77.622605,Bengaluru,Indiranagar,"college_area,possession",Charge Sheeted
499,Assault,2025-11-22,08:31:00,15.356866,75.189879,Hubli-Dharwad,Vidyagiri,"domestic_dispute,drunken_altercation",Solved
500,Assault,2025-04-01,21:52:00,12.859262,74.904066,Mangaluru,Kankanady,"street_brawl,domestic_dispute",Charge Sheeted
501,Robbery,2025-05-18,10:08:00,17.394952,76.777002,Kalaburagi,University,"cash_transit,masked_suspects",Under Investigation
502,Assault,2025-09-14,11:41:00,13.881654,75.49411,Shivamogga,Jayanagar,"drunken_altercation,weapon_blunt",Under Investigation
503,Narcotics,2025-05-12,02:23:00,14.38916,75.95343,Davanagere,Gandhinagar,"college_area,peddling",Charge Sheeted
504,Narcotics,2025-03-23,11:07:00,12.858179,74.791756,Mangaluru,Urwa,"college_area,peddling",Unsolved
505,Narcotics,2025-12-02,02:16:00,15.436142,75.046058,Hubli-Dharwad,Vidyagiri,"transit_seizure,peddling",Solved
506,Assault,2025-05-23,11:29:00,12.895954,77.651168,Bengaluru,Indiranagar,"domestic_dispute,weapon_blunt",Charge Sheeted
507,Robbery,2025-06-13,11:07:00,15.35473,75.191164,Hubli-Dharwad,Suburban,"snatching,highway_heist",Charge Sheeted
508,Assault,2025-01-20,01:35:00,17.366507,76.816425,Kalaburagi,Raghavendra Nagar,"domestic_dispute,street_brawl",Unsolved
509,Cyber Crime,2025-04-18,03:54:00,14.404824,75.983503,Davanagere,Extension,"phishing_link,crypto_scam",Solved
510,Kidnapping,2025-10-13,13:32:00,15.115986,76.85609,Ballari,Cowlobazaar,"acquaintance_involved,vehicle_used",Charge Sheeted
511,Cyber Crime,2025-04-25,22:20:00,12.965854,77.631498,Bengaluru,Koramangala,"crypto_scam,phishing_link",Unsolved
512,Cyber Crime,2025-10-27,13:01:00,12.967337,77.612617,Bengaluru,Malleshwaram,"otp_fraud,identity_theft",Unsolved
513,Cyber Crime,2025-02-19,01:41:00,15.794658,74.517916,Belagavi,Market,"fake_profile,otp_fraud",Charge Sheeted
514,Cyber Crime,2025-12-04,11:22:00,14.418042,75.994136,Davanagere,Extension,"phishing_link,identity_theft",Under Investigation
515,Robbery,2025-10-24,14:45:00,15.160934,76.867523,Ballari,Cowlobazaar,"snatching,masked_suspects",Solved
516,Robbery,2025-03-03,03:04:00,17.910701,77.532646,Bidar,Gandhi Gunj,"masked_suspects,highway_heist",Under Investigation
517,Theft,2025-09-20,22:14:00,14.387041,75.888808,Davanagere,Badashah,"pickpocketing,vehicle_theft",Solved
518,Theft,2025-01-24,01:26:00,12.981001,74.815038,Mangaluru,Bunder,"unattended_bag,vehicle_theft",Under Investigation
519,Assault,2025-12-30,16:41:00,13.00934,77.541758,Bengaluru,Indiranagar,"public_place,weapon_blunt",Solved
520,Robbery,2025-11-06,18:46:00,14.468066,75.866612,Davanagere,Gandhinagar,"snatching,weapon_knife",Charge Sheeted
521,Burglary,2025-02-20,08:46:00,12.326804,76.561155,Mysuru,Lashkar,"cctv_sprayed,residential",Solved
522,Narcotics,2025-09-16,02:47:00,13.859717,75.616725,Shivamogga,Kote,"college_area,synthetic_drugs",Charge Sheeted
523,Kidnapping,2025-03-31,14:23:00,12.35558,76.567255,Mysuru,Lashkar,"minor_victim,ransom_demand",Solved
524,Theft,2025-06-09,06:34:00,13.049981,77.61236,Bengaluru,Malleshwaram,"unattended_bag,shoplifting",Solved
525,Narcotics,2025-11-26,10:04:00,15.790392,74.539083,Belagavi,Khade Bazar,"college_area,peddling",Under Investigation
526,Cyber Crime,2025-12-31,00:57:00,15.881252,74.486364,Belagavi,Camp,"otp_fraud,identity_theft",Charge Sheeted
527,Assault,2025-05-02,01:32:00,12.963499,77.648481,Bengaluru,Indiranagar,"weapon_blunt,drunken_altercation",Solved
528,Assault,2025-06-30,00:34:00,12.964999,77.548833,Bengaluru,Jayanagar,"drunken_altercation,public_place",Charge Sheeted
529,Kidnapping,2025-05-21,03:09:00,15.183783,76.865491,Ballari,APMC,"ransom_demand,vehicle_used",Solved
530,Kidnapping,2025-07-12,06:32:00,13.030553,77.643092,Bengaluru,Malleshwaram,"ransom_demand,minor_victim",Unsolved
531,Theft,2025-04-23,17:01:00,17.27822,76.830352,Kalaburagi,M B Nagar,"pickpocketing,vehicle_theft",Solved
532,Narcotics,2025-01-11,01:31:00,15.376338,75.096131,Hubli-Dharwad,Vidyagiri,"transit_seizure,peddling",Unsolved
533,Narcotics,2025-08-13,14:20:00,12.960116,77.654828,Bengaluru,Whitefield,"possession,transit_seizure",Under Investigation
534,Cyber Crime,2025-02-12,14:09:00,17.922696,77.598877,Bidar,Air Force,"phishing_link,otp_fraud",Under Investigation
535,Burglary,2025-04-09,00:38:00,15.774953,74.498645,Belagavi,Market,"broken_lock,night_entry",Solved
536,Assault,2025-10-24,10:35:00,12.909149,77.547457,Bengaluru,Jayanagar,"domestic_dispute,drunken_altercation",Charge Sheeted
537,Narcotics,2025-05-15,10:19:00,12.926826,77.522003,Bengaluru,Malleshwaram,"synthetic_drugs,transit_seizure",Solved
538,Cyber Crime,2025-12-05,16:38:00,12.909563,77.659057,Bengaluru,Indiranagar,"otp_fraud,crypto_scam",Under Investigation
539,Cyber Crime,2025-10-29,10:19:00,13.037555,77.537925,Bengaluru,Koramangala,"otp_fraud,crypto_scam",Under Investigation
540,Robbery,2025-10-17,20:11:00,12.906207,74.925131,Mangaluru,Kankanady,"highway_heist,weapon_knife",Solved
541,Cyber Crime,2025-09-19,18:39:00,12.980166,77.615093,Bengaluru,Jayanagar,"identity_theft,crypto_scam",Unsolved
542,Burglary,2025-02-11,00:33:00,13.027879,77.616903,Bengaluru,Malleshwaram,"cctv_sprayed,window_forced",Charge Sheeted
543,Kidnapping,2025-03-02,23:10:00,13.968021,75.598483,Shivamogga,Vinoba Nagar,"vehicle_used,minor_victim",Solved
544,Theft,2025-03-17,10:18:00,12.964508,77.630954,Bengaluru,Whitefield,"daytime,unattended_bag",Under Investigation
545,Narcotics,2025-01-04,22:54:00,15.874369,74.533983,Belagavi,Khade Bazar,"synthetic_drugs,transit_seizure",Charge Sheeted
546,Cyber Crime,2025-12-20,06:39:00,17.346556,76.77455,Kalaburagi,University,"phishing_link,fake_profile",Solved
547,Theft,2025-10-27,06:21:00,13.92623,75.52119,Shivamogga,Kote,"unattended_bag,pickpocketing",Unsolved
548,Burglary,2025-07-24,11:53:00,15.162993,76.906683,Ballari,APMC,"cctv_sprayed,night_entry",Charge Sheeted
549,Assault,2025-06-21,03:57:00,13.951376,75.638296,Shivamogga,Jayanagar,"drunken_altercation,street_brawl",Solved
550,Assault,2025-06-12,02:57:00,15.3672,75.187359,Hubli-Dharwad,Vidyagiri,"domestic_dispute,public_place",Charge Sheeted
551,Assault,2025-02-18,15:50:00,12.933447,77.660794,Bengaluru,Koramangala,"street_brawl,weapon_blunt",Charge Sheeted
552,Robbery,2025-04-06,05:11:00,15.322749,75.170937,Hubli-Dharwad,Dharwad Town,"masked_suspects,highway_heist",Unsolved
553,Burglary,2025-10-18,04:23:00,12.241127,76.603751,Mysuru,K R Puram,"cctv_sprayed,broken_lock",Solved
554,Burglary,2025-11-22,07:15:00,17.866739,77.521748,Bidar,Gandhi Gunj,"window_forced,residential",Charge Sheeted
555,Burglary,2025-02-14,07:19:00,15.771061,74.510408,Belagavi,Market,"window_forced,residential",Charge Sheeted
556,Theft,2025-01-29,23:43:00,15.901187,74.449924,Belagavi,Market,"shoplifting,unattended_bag",Under Investigation
557,Cyber Crime,2025-08-27,06:15:00,17.839687,77.526845,Bidar,Town Station,"crypto_scam,otp_fraud",Unsolved
558,Kidnapping,2025-01-11,13:47:00,15.418231,75.149639,Hubli-Dharwad,Dharwad Town,"minor_victim,ransom_demand",Charge Sheeted
559,Cyber Crime,2025-09-03,22:00:00,14.413574,75.861594,Davanagere,Extension,"identity_theft,phishing_link",Under Investigation
560,Robbery,2025-04-25,19:51:00,15.129253,76.905017,Ballari,Gandhinagar,"masked_suspects,cash_transit",Charge Sheeted
561,Narcotics,2025-08-19,05:50:00,15.119838,76.910533,Ballari,Cowlobazaar,"college_area,possession",Under Investigation
562,Cyber Crime,2025-11-30,16:43:00,17.389401,76.81475,Kalaburagi,Raghavendra Nagar,"identity_theft,phishing_link",Under Investigation
563,Cyber Crime,2025-10-17,03:09:00,15.358004,75.083899,Hubli-Dharwad,Vidyagiri,"identity_theft,phishing_link",Charge Sheeted
564,Burglary,2025-12-16,11:24:00,17.37561,76.850846,Kalaburagi,Raghavendra Nagar,"window_forced,broken_lock",Under Investigation
565,Narcotics,2025-04-04,14:25:00,17.393139,76.837635,Kalaburagi,Raghavendra Nagar,"synthetic_drugs,possession",Under Investigation
566,Narcotics,2025-01-15,15:23:00,15.407125,75.185774,Hubli-Dharwad,Suburban,"transit_seizure,college_area",Charge Sheeted
567,Narcotics,2025-08-18,18:03:00,15.870437,74.476523,Belagavi,Camp,"possession,synthetic_drugs",Solved
568,Theft,2025-08-22,00:27:00,15.322243,75.081531,Hubli-Dharwad,Gokul Road,"pickpocketing,unattended_bag",Solved
569,Cyber Crime,2025-01-23,17:20:00,17.914756,77.444171,Bidar,Gandhi Gunj,"otp_fraud,fake_profile",Under Investigation
570,Assault,2025-08-21,11:11:00,15.371549,75.159979,Hubli-Dharwad,Town Station,"public_place,drunken_altercation",Charge Sheeted
571,Cyber Crime,2025-08-04,18:26:00,15.188346,76.99905,Ballari,Rural,"phishing_link,crypto_scam",Charge Sheeted
572,Burglary,2025-03-26,09:40:00,13.940945,75.49856,Shivamogga,Doddapete,"broken_lock,night_entry",Solved
573,Theft,2025-07-06,07:56:00,12.843776,74.868131,Mangaluru,Kadri,"unattended_bag,vehicle_theft",Under Investigation
574,Robbery,2025-10-20,20:13:00,12.329226,76.67887,Mysuru,Lashkar,"masked_suspects,highway_heist",Unsolved
575,Burglary,2025-03-11,02:34:00,12.949349,77.620054,Bengaluru,Koramangala,"cctv_sprayed,night_entry",Under Investigation
576,Kidnapping,2025-10-12,21:19:00,13.036984,77.663554,Bengaluru,Malleshwaram,"minor_victim,ransom_demand",Charge Sheeted
577,Burglary,2025-02-25,01:00:00,15.186958,76.843631,Ballari,Cowlobazaar,"window_forced,residential",Charge Sheeted
578,Burglary,2025-10-11,04:55:00,15.206013,76.933021,Ballari,Cowlobazaar,"residential,broken_lock",Unsolved
579,Burglary,2025-11-08,23:44:00,12.33089,76.653663,Mysuru,Devaraja,"night_entry,cctv_sprayed",Charge Sheeted
580,Assault,2025-09-04,21:15:00,17.302466,76.823726,Kalaburagi,Chowk,"weapon_blunt,drunken_altercation",Solved
581,Cyber Crime,2025-06-11,00:55:00,15.12686,76.860145,Ballari,Brucepet,"identity_theft,phishing_link",Unsolved
582,Assault,2025-11-01,04:56:00,15.338891,75.165958,Hubli-Dharwad,Vidyagiri,"public_place,domestic_dispute",Unsolved
583,Narcotics,2025-08-27,02:32:00,12.94906,77.530233,Bengaluru,Jayanagar,"synthetic_drugs,peddling",Charge Sheeted
584,Cyber Crime,2025-09-03,16:36:00,14.489502,75.904348,Davanagere,Gandhinagar,"fake_profile,phishing_link",Unsolved
585,Robbery,2025-09-15,14:49:00,15.790362,74.561423,Belagavi,Udyambag,"cash_transit,snatching",Solved
586,Robbery,2025-05-30,01:48:00,12.268745,76.661293,Mysuru,Devaraja,"masked_suspects,cash_transit",Under Investigation
587,Theft,2025-12-09,15:52:00,15.829348,74.575489,Belagavi,Market,"unattended_bag,pickpocketing",Charge Sheeted
588,Theft,2025-03-24,06:14:00,15.375851,75.108665,Hubli-Dharwad,Vidyagiri,"vehicle_theft,pickpocketing",Solved
589,Assault,2025-10-21,16:39:00,13.007302,77.661904,Bengaluru,Koramangala,"drunken_altercation,street_brawl",Solved
590,Theft,2025-02-21,00:22:00,13.004753,77.523775,Bengaluru,Koramangala,"pickpocketing,unattended_bag",Solved
591,Narcotics,2025-03-05,16:33:00,15.108104,76.942502,Ballari,Cowlobazaar,"transit_seizure,college_area",Charge Sheeted
592,Burglary,2025-04-18,09:59:00,12.895962,77.521297,Bengaluru,Indiranagar,"window_forced,cctv_sprayed",Unsolved
593,Narcotics,2025-06-21,04:43:00,15.398199,75.200833,Hubli-Dharwad,Town Station,"synthetic_drugs,peddling",Solved
594,Theft,2025-03-29,15:49:00,17.347127,76.857524,Kalaburagi,M B Nagar,"pickpocketing,daytime",Solved
595,Cyber Crime,2025-03-19,08:29:00,14.506392,75.976898,Davanagere,Gandhinagar,"identity_theft,fake_profile",Solved
596,Assault,2025-06-24,13:37:00,17.404742,76.902091,Kalaburagi,Chowk,"weapon_blunt,street_brawl",Charge Sheeted
597,Assault,2025-12-31,15:27:00,14.415077,75.957282,Davanagere,Extension,"street_brawl,domestic_dispute",Solved
598,Robbery,2025-04-04,03:26:00,13.034999,77.530551,Bengaluru,Whitefield,"weapon_knife,cash_transit",Under Investigation
599,Kidnapping,2025-01-04,04:50:00,15.36698,75.086282,Hubli-Dharwad,Gokul Road,"acquaintance_involved,vehicle_used",Charge Sheeted
600,Cyber Crime,2025-07-10,06:06:00,13.866082,75.551911,Shivamogga,Vinoba Nagar,"identity_theft,otp_fraud",Unsolved
601,Theft,2025-07-13,10:17:00,15.074426,76.987831,Ballari,Cowlobazaar,"unattended_bag,daytime",Unsolved
602,Robbery,2025-09-30,05:20:00,13.000968,77.56469,Bengaluru,Jayanagar,"masked_suspects,weapon_knife",Under Investigation
603,Theft,2025-11-23,11:03:00,13.883949,75.537322,Shivamogga,Jayanagar,"vehicle_theft,pickpocketing",Solved
604,Assault,2025-04-23,00:42:00,17.359876,76.886216,Kalaburagi,Raghavendra Nagar,"drunken_altercation,public_place",Charge Sheeted
605,Assault,2025-10-15,16:24:00,13.030424,77.528859,Bengaluru,Indiranagar,"weapon_blunt,street_brawl",Under Investigation
606,Burglary,2025-03-25,02:09:00,12.961543,77.619624,Bengaluru,Malleshwaram,"broken_lock,night_entry",Solved
607,Robbery,2025-01-03,14:01:00,12.918477,77.621127,Bengaluru,Koramangala,"snatching,weapon_knife",Charge Sheeted
608,Assault,2025-05-14,05:03:00,13.985164,75.502791,Shivamogga,Doddapete,"street_brawl,public_place",Solved
609,Cyber Crime,2025-07-19,17:31:00,12.914565,77.654631,Bengaluru,Whitefield,"otp_fraud,crypto_scam",Solved
610,Robbery,2025-07-22,05:57:00,15.881898,74.542575,Belagavi,Market,"weapon_knife,highway_heist",Under Investigation
